definition,preferred_spelling,phonetic_spelling,alt_phon_spell,kanji_spelling,word_class_code,conjugation_kind_code,jlpt_level,lesson_codes,tags,id,row_num,date_added,,dictionary_form,past_form,te_form,negative_form,negative_past_form,negative_te_form,polite_form,polite_past_form,polite_te_form,polite_negative_form,polite_negative_past_form,polite_negative_te_form
I can't speak much Japanese,日本語があまり話せません,にほんご　が　あまり　はなせません,,日本語があまり話せません,EXPRESSION,,,,,42e0676e-88bd-4999-bb56-b70fea5314c6,679,2023-01-29,,,,,,,,,,,,,
I only know a little Japanese,日本語少しだけ分かります,にほんご　すこし　だけ　わかります,,日本語少しだけ分かります,EXPRESSION,,,,,65c8ad73-6262-4d56-b95c-d2a516177874,680,2023-01-29,,,,,,,,,,,,,
"Sorry, I don't understand",すみません、分かりません,すみません、わかりません,,すみません、分かりません,EXPRESSION,,,,,5003d035-5662-4821-aed7-3aae20437f1a,681,2023-01-29,,,,,,,,,,,,,
weather forecast,天気予報,てんきよほう,,天気予報,NOUN,,4,{GENKI3_L08},,dce83318-5555-4ea3-b358-04c1081206f9,682,2023-01-28,,,,,,,,,,,,,
temperature (weather),気温,きおん,,気温,NOUN,,3,{GENKI3_L08},,5da770a7-203d-433f-ad98-977cf6ed691e,683,2023-01-28,,,,,,,,,,,,,
day after tomorrow,明後日,あさって,,明後日,NOUN,,5,{GENKI3_L08},,ba1341eb-aaf5-4174-b971-67eb85a9150d,684,2023-01-28,,,,,,,,,,,,,
every week,毎週,まいしゅう,,毎週,NOUN,,5,{GENKI3_L08},,cb740381-d3bf-4965-b1f7-b669c6e2c640,685,2023-01-28,,,,,,,,,,,,,
this month,今月,こんげつ,,今月,NOUN,,5,{GENKI3_L08},,0d0e341b-086a-46bc-aae1-430f620e3529,686,2023-01-28,,,,,,,,,,,,,
next month,来月,らいげつ,,来月,NOUN,,5,{GENKI3_L08},,282d2013-738f-4203-8978-a94672f013fd,687,2023-01-28,,,,,,,,,,,,,
job; work; occupation,仕事,しごと,,仕事,NOUN,,5,{GENKI3_L08},,37e210d1-608e-48ca-9224-3aa3bd222557,688,2023-01-28,,,,,,,,,,,,,
camera,カメラ,かめら,,,NOUN,,5,{GENKI3_L08},,6c8b18b7-9f25-42ff-9688-355ca9cf148f,689,2023-01-28,,,,,,,,,,,,,
karaoke,カラオケ,からおけ,,,NOUN,,,{GENKI3_L08},,a8444c30-e2ab-4cd6-8060-30a8b40b9c16,690,2023-01-28,,,,,,,,,,,,,
place,所,どころ,,所,NOUN,,5,{GENKI3_L08},,2933c37f-6c77-4586-a17e-f0d0960b1082,691,2023-01-28,,,,,,,,,,,,,
tomato,トマト,とまと,,,NOUN,,5,{GENKI3_L08},,95b69cbf-4c84-48cc-b954-2e46541f390a,692,2023-01-28,,,,,,,,,,,,,
barbecue,バーベキュー,ばあべきゅう,,,NOUN,,,{GENKI3_L08},,d801eaaf-ad48-4869-98cf-036ff6586b09,693,2023-01-28,,,,,,,,,,,,,
homestay; living with local family,ホームステイ,ほおむすてい,,,NOUN,,,{GENKI3_L08},,eb11e32d-299a-414d-907e-bc427df1485f,694,2023-01-28,,,,,,,,,,,,,
Spain,スペイン,すぺいん,,西班牙,NOUN,,,{GENKI3_L08},,8b86041d-869a-45d2-9b57-b9932b33ab51,695,2023-01-28,,,,,,,,,,,,,
something,何か,なにか,,何か,NOUN,,3,{GENKI3_L08},,e22a35df-233d-4fac-95b4-bc365e227126,696,2023-01-28,,,,,,,,,,,,,
